COREF,start_token,end_token,prop,cat,text,COREF_head,chapter
2643,33088,33090,NOM,PER,an amiable creature,-1,8
2640,33093,33093,PRON,PER,yours,-1,8
1025,33102,33102,PRON,PER,I,-1,8
2640,33106,33106,PRON,PER,you,-1,8
122,33108,33108,PRON,PER,her,Louisa,8
2640,33117,33117,PRON,PER,your,-1,8
122,33121,33121,PRON,PER,her,Louisa,8
2640,33123,33123,PRON,PER,you,-1,8
2640,33132,33132,PRON,PER,you,-1,8
2640,33161,33161,PRON,PER,You,-1,8
654,33172,33172,NOM,PER,everybody,-1,8
2645,33178,33182,NOM,PER,those who would be happy,-1,8
1025,33193,33193,PRON,PER,he,-1,8
1025,33241,33241,PRON,PER,he,-1,8
1025,33253,33253,PRON,PER,his,-1,8
2646,33253,33254,NOM,PER,his brethren,-1,8
1025,33285,33285,PRON,PER,his,-1,8
1025,33294,33294,PRON,PER,I,-1,8
2645,33301,33301,PRON,PER,they,-1,8
122,33307,33308,PROP,PER,Louisa Musgrove,Louisa,8
122,33315,33315,PRON,PER,her,Louisa,8
122,33320,33320,PRON,PER,she,Louisa,8
122,33324,33324,PRON,PER,her,Louisa,8
1025,33331,33331,PRON,PER,He,-1,8
92,33343,33343,PROP,PER,Anne,Anne,8
122,33345,33345,PROP,PER,Louisa,Louisa,8
122,33365,33365,PRON,PER,She,Louisa,8
122,33369,33369,PROP,PER,Louisa,Louisa,8
122,33374,33374,PRON,PER,herself,Louisa,8
122,33376,33376,PRON,PER,she,Louisa,8
122,33382,33382,PRON,PER,she,Louisa,8
122,33388,33388,PRON,PER,she,Louisa,8
122,33398,33398,PRON,PER,her,Louisa,8
1026,33401,33401,PRON,PER,they,-1,8
1026,33407,33407,PRON,PER,they,-1,8
122,33410,33410,PRON,PER,her,Louisa,8
122,33415,33415,PROP,PER,Louisa,Louisa,8
93,33420,33420,PROP,PER,Mary,Mary,8
122,33432,33432,PRON,PER,she,Louisa,8
93,33436,33436,PRON,PER,she,Mary,8
122,33440,33440,PRON,PER,me,Louisa,8
93,33444,33444,PRON,PER,her,Mary,9
93,33453,33453,PRON,PER,She,Mary,9
1026,33465,33465,PRON,PER,We,-1,9
94,33470,33470,PROP,PER,Charles,Charles,9
92,33473,33473,PROP,PER,Anne,Anne,9
122,33476,33476,PRON,PER,I,Louisa,9
115,33478,33478,PRON,PER,you,Captain Wentworth,9
94,33480,33480,PRON,PER,he,Charles,9
92,33484,33484,PROP,PER,Anne,Anne,9
115,33493,33494,PROP,PER,Captain Wentworth,Captain Wentworth,9
115,33498,33498,PRON,PER,you,Captain Wentworth,9
93,33501,33501,PRON,PER,she,Mary,9
94,33503,33503,PRON,PER,him,Charles,9
115,33522,33522,PRON,PER,I,Captain Wentworth,9
121,33529,33529,PROP,PER,Henrietta,Henrietta,9
115,33531,33531,PRON,PER,I,Captain Wentworth,9
381,33534,33534,NOM,FAC,school,-1,9
115,33540,33540,PRON,PER,I,Captain Wentworth,9
94,33546,33546,PRON,PER,he,Charles,9
93,33548,33548,PROP,PER,Mary,Mary,9
115,33550,33550,PRON,PER,I,Captain Wentworth,9
93,33552,33552,PRON,PER,she,Mary,9
94,33555,33555,PRON,PER,him,Charles,9
2648,33557,33557,PRON,PER,We,-1,9
93,33562,33562,PRON,PER,her,Mary,9
2372,33569,33569,NOM,PER,papa,-1,9
125,33571,33571,PROP,PER,mamma,mamma,9
93,33576,33576,PRON,PER,her,Mary,9
100,33579,33580,PROP,PER,Lady Russell,Lady Russell,9
93,33585,33585,PRON,PER,she,Mary,9
2648,33589,33589,PRON,PER,They,-1,9
94,33591,33591,PROP,PER,Charles,Charles,9
100,33601,33602,PROP,PER,Lady Russell,Lady Russell,9
93,33608,33608,PRON,PER,she,Mary,9
92,33610,33610,PROP,PER,Anne,Anne,9
94,33613,33613,PRON,PER,him,Charles,9
92,33622,33622,PROP,PER,Anne,Anne,9
92,33627,33627,PRON,PER,Her,Anne,9
92,33632,33632,PRON,PER,her,Anne,9
92,33635,33635,PRON,PER,She,Anne,9
92,33643,33643,PRON,PER,she,Anne,9
1027,33647,33648,NOM,PER,The listener,-1,9
92,33655,33655,PRON,PER,hers,Anne,9
92,33657,33657,PRON,PER,she,Anne,9
92,33663,33663,PRON,PER,herself,Anne,9
92,33666,33666,PRON,PER,she,Anne,9
92,33677,33677,PRON,PER,She,Anne,9
92,33680,33680,PRON,PER,her,Anne,9
115,33686,33687,PROP,PER,Captain Wentworth,Captain Wentworth,9
92,33701,33701,PRON,PER,her,Anne,9
115,33703,33703,PRON,PER,his,Captain Wentworth,9
92,33708,33708,PRON,PER,her,Anne,9
92,33715,33715,PRON,PER,she,Anne,9
92,33718,33718,PRON,PER,she,Anne,9
93,33721,33721,PROP,PER,Mary,Mary,9
93,33731,33731,PRON,PER,her,Mary,9
1028,33733,33733,PRON,PER,their,-1,9
1029,33733,33735,NOM,FAC,their former station,-1,9
1028,33745,33745,PRON,PER,their,-1,9
1030,33745,33747,NOM,PER,their whole party,-1,9
92,33760,33760,PRON,PER,Her,Anne,9
94,33773,33773,PROP,PER,Charles,Charles,9
121,33775,33775,PROP,PER,Henrietta,Henrietta,9
94,33785,33786,PROP,PER,Charles Hayter,Charles,9
1028,33788,33788,PRON,PER,them,-1,9
92,33795,33795,PROP,PER,Anne,Anne,9
115,33803,33804,PROP,PER,Captain Wentworth,Captain Wentworth,9
2210,33822,33823,NOM,PER,the gentleman,-1,9
1009,33831,33832,NOM,PER,the lady,-1,9
1028,33837,33837,PRON,PER,they,-1,9
121,33853,33853,PROP,PER,Henrietta,Henrietta,9
94,33863,33863,PROP,PER,Hayter,Charles,9
1028,33868,33868,PRON,PER,they,-1,9
490,33872,33873,NOM,PER,each other,-1,9
1028,33880,33880,PRON,PER,their,-1,9
3,33885,33885,PROP,GPE,Uppercross,Uppercross,9
122,33891,33891,PROP,PER,Louisa,Louisa,9
115,33893,33894,PROP,PER,Captain Wentworth,Captain Wentworth,9
1028,33911,33911,PRON,PER,they,-1,9
1028,33915,33915,PRON,PER,they,-1,9
1034,33929,33934,NOM,LOC,a long strip of meadow land,-1,9
1035,33933,33934,NOM,LOC,meadow land,-1,9
1028,33944,33944,PRON,PER,they,-1,9
1036,33950,33952,NOM,PER,three distinct parties,-1,9
92,33970,33970,PROP,PER,Anne,Anne,9
92,33974,33974,PRON,PER,She,Anne,9
94,33976,33976,PROP,PER,Charles,Charles,9
93,33978,33978,PROP,PER,Mary,Mary,9
94,33989,33989,PROP,PER,Charles,Charles,9
94,33995,33995,PROP,PER,Charles,Charles,9
92,34003,34003,PRON,PER,her,Anne,9
94,34010,34010,PRON,PER,his,Charles,9
223,34010,34011,NOM,PER,his wife,-1,9
93,34013,34013,PROP,PER,Mary,Mary,9
93,34016,34016,PRON,PER,herself,Mary,9
94,34019,34019,PRON,PER,him,Charles,9
94,34032,34032,PRON,PER,his,Charles,9
93,34034,34034,PRON,PER,her,Mary,9
94,34051,34051,PRON,PER,his,Charles,9
93,34056,34056,PROP,PER,Mary,Mary,9
93,34065,34065,PRON,PER,her,Mary,9
92,34083,34083,PROP,PER,Anne,Anne,9
94,34091,34091,PRON,PER,he,Charles,9
94,34103,34103,PRON,PER,he,Charles,9
1038,34111,34111,PRON,PER,they,-1,9
94,34115,34115,PRON,PER,him,Charles,9
1039,34120,34122,NOM,LOC,This long meadow,-1,9
1038,34128,34128,PRON,PER,their,-1,9
1040,34135,34135,PRON,FAC,it,-1,9
543,34142,34143,NOM,PER,the party,-1,9
109,34176,34177,PROP,PER,Admiral Croft,Admiral Croft,9
94,34181,34181,PRON,PER,He,Charles,9
94,34183,34183,PRON,PER,his,Charles,9
223,34183,34184,NOM,PER,his wife,-1,9
1038,34187,34187,PRON,PER,their,-1,9
286,34194,34194,NOM,FAC,home,-1,9
587,34202,34204,NOM,PER,the young people,-1,9
1038,34209,34209,PRON,PER,they,-1,9
1045,34215,34221,NOM,PER,any lady who might be particularly tired,-1,9
1045,34226,34226,PRON,PER,her,-1,9
1038,34232,34232,PRON,PER,they,-1,9
3,34236,34236,PROP,GPE,Uppercross,Uppercross,9
119,34247,34249,PROP,PER,The Miss Musgroves,the Miss Musgroves,9
93,34257,34257,PROP,PER,Mary,Mary,9
360,34269,34270,NOM,PER,the others,-1,9
122,34274,34274,PROP,PER,Louisa,Louisa,9
92,34276,34277,PROP,PER,the Elliot,Anne,9
1047,34292,34294,NOM,PER,The walking party,-1,9
1048,34297,34298,NOM,FAC,the lane,-1,9
412,34308,34309,NOM,PER,the Admiral,-1,9
94,34312,34312,PRON,PER,his,Charles,9
115,34319,34320,PROP,PER,Captain Wentworth,Captain Wentworth,9
94,34331,34331,PRON,PER,his,Charles,9
801,34331,34332,NOM,PER,his sister,-1,9
92,34344,34345,PROP,PER,Miss Elliot,Anne,9
110,34347,34347,PRON,PER,I,Mrs Croft,9
92,34350,34350,PRON,PER,you,Anne,9
110,34356,34357,PROP,PER,Mrs Croft,Mrs Croft,9
1038,34362,34362,PRON,PER,us,-1,9
92,34368,34368,PRON,PER,you,Anne,9
286,34369,34369,NOM,FAC,home,-1,9
2331,34371,34371,NOM,FAC,Here,-1,9
110,34378,34378,PRON,PER,I,Mrs Croft,9
92,34380,34380,PRON,PER,you,Anne,9
1038,34383,34383,PRON,PER,we,-1,9
92,34387,34387,PRON,PER,you,Anne,9
110,34389,34389,PRON,PER,I,Mrs Croft,9
1038,34391,34391,PRON,PER,we,-1,9
92,34396,34396,PRON,PER,You,Anne,9
92,34401,34401,PRON,PER,you,Anne,9
92,34405,34405,PROP,PER,Anne,Anne,9
1048,34409,34410,NOM,FAC,the lane,-1,9
92,34419,34419,PRON,PER,she,Anne,9
412,34426,34427,NOM,PER,The Admiral,-1,9
412,34435,34435,PRON,PER,his,-1,9
223,34435,34436,NOM,PER,his wife,-1,9
1054,34439,34439,PRON,PER,they,-1,9
1054,34445,34445,PRON,PER,they,-1,9
1054,34447,34447,PRON,PER,themselves,-1,9
223,34455,34455,PRON,PER,her,-1,9
115,34460,34461,PROP,PER,Captain Wentworth,Captain Wentworth,9
223,34470,34470,PRON,PER,her,-1,9
223,34475,34475,PRON,PER,her,-1,9
686,34480,34481,NOM,VEH,the carriage,-1,9
115,34485,34485,PRON,PER,he,Captain Wentworth,9
223,34490,34490,PRON,PER,She,-1,9
686,34493,34494,NOM,VEH,the carriage,-1,9
115,34499,34499,PRON,PER,he,Captain Wentworth,9
223,34502,34502,PRON,PER,her,-1,9
115,34506,34506,PRON,PER,his,Captain Wentworth,9
115,34509,34509,PRON,PER,his,Captain Wentworth,9
223,34516,34516,PRON,PER,she,-1,9
115,34520,34520,PRON,PER,his,Captain Wentworth,9
223,34523,34523,PRON,PER,her,-1,9
115,34527,34527,PRON,PER,his,Captain Wentworth,9
223,34531,34531,PRON,PER,her,-1,9
223,34534,34534,PRON,PER,She,-1,9
115,34543,34543,PRON,PER,his,Captain Wentworth,9
223,34546,34546,PRON,PER,her,-1,9
223,34568,34568,PRON,PER,She,-1,9
115,34570,34570,PRON,PER,him,Captain Wentworth,9
115,34572,34572,PRON,PER,He,Captain Wentworth,9
223,34576,34576,PRON,PER,her,-1,9
115,34579,34579,PRON,PER,he,Captain Wentworth,9
223,34587,34587,PRON,PER,her,-1,9
223,34605,34605,PRON,PER,her,-1,9
1057,34612,34612,NOM,PER,another,-1,9
115,34615,34615,PRON,PER,he,Captain Wentworth,9
223,34619,34619,PRON,PER,her,-1,9
223,34627,34627,PRON,PER,her,-1,9
115,34654,34654,PRON,PER,his,Captain Wentworth,9
223,34662,34662,PRON,PER,she,-1,9
223,34676,34676,PRON,PER,she,-1,9
223,34682,34682,PRON,PER,Her,-1,9
223,34691,34691,PRON,PER,her,-1,9
1058,34691,34692,NOM,PER,her companions,-1,9
1059,34699,34699,PRON,PER,They,-1,9
1059,34703,34703,PRON,PER,their,-1,9
1060,34706,34708,NOM,FAC,the rough lane,-1,9
223,34711,34711,PRON,PER,she,-1,9
1059,34717,34717,PRON,PER,they,-1,9
223,34720,34720,PRON,PER,She,-1,9
1059,34723,34723,PRON,PER,them,-1,9
115,34727,34727,PROP,PER,Frederick,Captain Wentworth,9
115,34731,34731,PRON,PER,He,Captain Wentworth,9
2652,34740,34742,NOM,PER,those two girls,-1,9
134,34744,34744,PROP,PER,Sophy,Sophy,9
412,34748,34749,NOM,PER,the Admiral,-1,9
115,34759,34759,PRON,PER,He,Captain Wentworth,9
2652,34764,34764,PRON,PER,them,-1,9
253,34771,34771,NOM,PER,one,-1,9
115,34778,34778,PRON,PER,his,Captain Wentworth,9
115,34795,34795,PRON,PER,he,Captain Wentworth,9
1059,34803,34803,PRON,PER,We,-1,9
2654,34803,34804,NOM,PER,We sailors,-1,9
92,34806,34807,PROP,PER,Miss Elliot,Anne,9
412,34827,34827,PRON,PER,my,-1,9
2310,34827,34828,NOM,PER,my dear,-1,9
412,34835,34835,PRON,PER,my,-1,9
2310,34837,34837,PRON,PER,you,-1,9
1059,34839,34839,PRON,PER,our,-1,9
1059,34844,34844,PRON,PER,our,-1,9
2656,34844,34848,NOM,FAC,our lodgings at North Yarmouth,-1,9
45,34847,34848,PROP,GPE,North Yarmouth,North Yarmouth,9
1059,34852,34852,PRON,PER,We,-1,9
110,34860,34860,PRON,PER,my,Mrs Croft,9
2310,34860,34861,NOM,PER,my dear,-1,9
110,34865,34866,PROP,PER,Mrs Croft,Mrs Croft,9
92,34873,34874,PROP,PER,Miss Elliot,Anne,9
1059,34880,34880,PRON,PER,we,-1,9
92,34886,34886,PRON,PER,she,Anne,9
1059,34892,34892,PRON,PER,we,-1,9
110,34898,34898,PRON,PER,I,Mrs Croft,9
2310,34901,34901,PRON,PER,you,-1,9
412,34915,34915,PRON,PER,I,-1,9
2310,34919,34919,PRON,PER,you,-1,9
274,34921,34924,NOM,PER,a very pretty girl,-1,9
1059,34929,34929,PRON,PER,we,-1,9
412,34935,34935,PRON,PER,I,-1,9
412,34947,34947,PRON,PER,I,-1,9
115,34949,34949,PROP,PER,Frederick,Captain Wentworth,9
1059,34959,34959,PRON,PER,us,-1,9
2659,34963,34965,NOM,PER,these young ladies,-1,9
5,34967,34967,PROP,GPE,Kellynch,Kellynch,9
2659,34976,34976,PRON,PER,them,-1,9
2660,34979,34982,NOM,PER,very nice young ladies,-1,9
2659,34983,34983,PRON,PER,they,-1,9
412,34987,34987,PRON,PER,I,-1,9
255,34992,34993,NOM,PER,the other,-1,9
2662,35001,35002,NOM,PER,unaffected girls,-1,9
110,35008,35009,PROP,PER,Mrs Croft,Mrs Croft,9
92,35021,35021,PROP,PER,Anne,Anne,9
92,35024,35024,PRON,PER,her,Anne,9
1062,35032,35032,PRON,PER,them,-1,9
92,35037,35037,PRON,PER,her,Anne,9
2419,35037,35038,NOM,PER,her brother,-1,9
2663,35042,35045,NOM,PER,a very respectable family,-1,9
253,35047,35047,NOM,PER,One,-1,9
2665,35053,35054,NOM,PER,better people,-1,9
110,35056,35056,PRON,PER,My,Mrs Croft,9
2310,35056,35057,NOM,PER,My dear,-1,9
1062,35063,35063,PRON,PER,we,-1,9
92,35080,35080,PRON,PER,herself,Anne,9
1062,35081,35081,PRON,PER,they,-1,9
92,35094,35094,PRON,PER,her,Anne,9
1062,35096,35096,PRON,PER,they,-1,9
1064,35107,35110,NOM,VEH,a dung - cart,-1,9
92,35113,35113,PROP,PER,Anne,Anne,9
1062,35119,35119,PRON,PER,their,-1,9
92,35125,35125,PRON,PER,she,Anne,9
1062,35135,35135,PRON,PER,their,-1,9
92,35139,35139,PRON,PER,herself,Anne,9
1062,35143,35143,PRON,PER,them,-1,9
612,35145,35146,NOM,FAC,the Cottage,-1,9
100,35155,35156,PROP,PER,Lady Russell,Lady Russell,9
92,35167,35167,PROP,PER,Anne,Anne,9
92,35173,35173,PRON,PER,her,Anne,9
92,35177,35177,PRON,PER,she,Anne,9
5,35189,35189,PROP,GPE,Kellynch,Kellynch,9
92,35196,35196,PRON,PER,her,Anne,9
92,35210,35210,PRON,PER,her,Anne,9
1066,35212,35214,NOM,GPE,the same village,-1,9
115,35216,35217,PROP,PER,Captain Wentworth,Captain Wentworth,9
115,35224,35224,PRON,PER,him,Captain Wentworth,9
1062,35226,35226,PRON,PER,they,-1,9
1067,35231,35233,NOM,FAC,the same church,-1,9
566,35241,35243,NOM,PER,the two families,-1,9
92,35248,35248,PRON,PER,her,Anne,9
115,35256,35256,PRON,PER,he,Captain Wentworth,9
115,35261,35261,PRON,PER,his,Captain Wentworth,9
3,35264,35264,PROP,GPE,Uppercross,Uppercross,9
92,35270,35270,PRON,PER,she,Anne,9
115,35277,35277,PRON,PER,him,Captain Wentworth,9
115,35284,35284,PRON,PER,him,Captain Wentworth,9
92,35292,35292,PRON,PER,she,Anne,9
92,35294,35294,PRON,PER,she,Anne,9
1069,35303,35304,NOM,PER,the gainer,-1,9
92,35311,35311,PRON,PER,her,Anne,9
93,35320,35320,PROP,PER,Mary,Mary,9
100,35322,35323,PROP,PER,Lady Russell,Lady Russell,9
92,35325,35325,PRON,PER,She,Anne,9
92,35332,35332,PRON,PER,her,Anne,9
115,35337,35338,PROP,PER,Captain Wentworth,Captain Wentworth,9
1070,35340,35341,NOM,FAC,the Hall,-1,9
1071,35343,35344,NOM,FAC,those rooms,-1,9
92,35356,35356,PRON,PER,her,Anne,9
92,35359,35359,PRON,PER,she,Anne,9
100,35368,35369,PROP,PER,Lady Russell,Lady Russell,9
115,35371,35372,PROP,PER,Captain Wentworth,Captain Wentworth,9
1072,35377,35377,PRON,PER,They,-1,9
490,35381,35382,NOM,PER,each other,-1,9
100,35397,35398,PROP,PER,Lady Russell,Lady Russell,9
1072,35401,35401,PRON,PER,them,-1,9
92,35404,35404,PRON,PER,she,Anne,9
115,35408,35408,PRON,PER,he,Captain Wentworth,9
92,35417,35417,PRON,PER,she,Anne,9
92,35424,35424,PRON,PER,her,Anne,9
92,35429,35429,PRON,PER,her,Anne,9
3,35432,35432,PROP,GPE,Uppercross,Uppercross,9
92,35435,35435,PRON,PER,she,Anne,9
92,35437,35437,PRON,PER,she,Anne,9
92,35445,35445,PRON,PER,Her,Anne,9
94,35448,35449,PROP,PER,little Charles,Charles,9
92,35459,35459,PRON,PER,her,Anne,9
378,35464,35464,NOM,GPE,there,-1,9
115,35467,35467,PRON,PER,he,Captain Wentworth,9
92,35474,35474,PRON,PER,she,Anne,9
92,35485,35485,PRON,PER,her,Anne,9
92,35496,35496,PRON,PER,she,Anne,9
115,35503,35504,PROP,PER,Captain Wentworth,Captain Wentworth,9
3,35513,35513,PROP,GPE,Uppercross,Uppercross,9
1072,35522,35522,PRON,PER,them,-1,9
115,35525,35525,PRON,PER,himself,Captain Wentworth,9
115,35533,35533,PRON,PER,him,Captain Wentworth,9
115,35539,35539,PRON,PER,his,Captain Wentworth,9
1075,35539,35540,NOM,PER,his friend,-1,9
153,35542,35543,PROP,PER,Captain Harville,Captain Harville,9
115,35547,35547,PRON,PER,him,Captain Wentworth,9
153,35556,35557,PROP,PER,Captain Harville,Captain Harville,9
153,35562,35562,PRON,PER,his,Captain Harville,9
222,35562,35563,NOM,PER,his family,-1,9
46,35565,35565,PROP,GPE,Lyme,Lyme,9
1077,35571,35571,PRON,PER,their,-1,9
153,35585,35586,PROP,PER,Captain Harville,Captain Harville,9
153,35598,35598,PRON,PER,he,Captain Harville,9
115,35605,35606,PROP,PER,Captain Wentworth,Captain Wentworth,9
153,35611,35611,PRON,PER,him,Captain Harville,9
115,35614,35614,PRON,PER,him,Captain Wentworth,9
46,35619,35619,PROP,GPE,Lyme,Lyme,9
115,35621,35621,PRON,PER,He,Captain Wentworth,9
378,35624,35624,NOM,FAC,there,-1,9
115,35633,35633,PRON,PER,His,Captain Wentworth,9
115,35638,35638,PRON,PER,his,Captain Wentworth,9
115,35648,35648,PRON,PER,his,Captain Wentworth,9
1075,35648,35649,NOM,PER,his friend,-1,9
115,35652,35652,PRON,PER,his,Captain Wentworth,9
1080,35655,35659,NOM,LOC,the fine country about Lyme,-1,9
46,35659,35659,PROP,GPE,Lyme,Lyme,9
543,35665,35666,NOM,PER,the party,-1,9
46,35674,35674,PROP,GPE,Lyme,Lyme,9
1077,35675,35675,PRON,PER,themselves,-1,9
587,35687,35689,NOM,PER,The young people,-1,9
46,35695,35695,PROP,GPE,Lyme,Lyme,9
115,35697,35698,PROP,PER,Captain Wentworth,Captain Wentworth,9
378,35702,35702,NOM,GPE,there,-1,9
115,35704,35704,PRON,PER,himself,Captain Wentworth,9
3,35712,35712,PROP,GPE,Uppercross,Uppercross,9
122,35730,35730,PROP,PER,Louisa,Louisa,9
122,35755,35755,PRON,PER,she,Louisa,9
122,35768,35768,PRON,PER,her,Louisa,9
122,35778,35778,PRON,PER,her,Louisa,9
275,35778,35779,NOM,PER,her father,-1,9
474,35781,35781,NOM,PER,mother,-1,9
46,35791,35791,PROP,GPE,Lyme,Lyme,9
587,35792,35792,PRON,PER,they,-1,9
94,35797,35797,PROP,PER,Charles,Charles,9
93,35799,35799,PROP,PER,Mary,Mary,9
92,35801,35801,PROP,PER,Anne,Anne,9
121,35803,35803,PROP,PER,Henrietta,Henrietta,9
122,35805,35805,PROP,PER,Louisa,Louisa,9
115,35808,35809,PROP,PER,Captain Wentworth,Captain Wentworth,9
95,35830,35831,PROP,PER,Mr Musgrove,Charles,9
95,35837,35837,PRON,PER,his,Charles,9
1086,35867,35869,NOM,GPE,a new place,-1,9
288,35880,35881,NOM,LOC,the country,-1,9
587,35889,35889,PRON,PER,They,-1,9
587,35924,35924,PRON,PER,they,-1,9
565,35928,35930,NOM,FAC,the Great House,-1,9
1089,35951,35953,NOM,VEH,the two carriages,-1,9
95,35955,35956,PROP,PER,Mr Musgrove,Charles,9
1090,35955,35958,NOM,VEH,Mr Musgrove 's coach,-1,9
1091,35960,35962,NOM,PER,the four ladies,-1,9
94,35965,35965,PROP,PER,Charles,Charles,9
1092,35965,35967,NOM,VEH,Charles 's curricle,-1,9
95,35971,35971,PRON,PER,he,Charles,9
115,35973,35974,PROP,PER,Captain Wentworth,Captain Wentworth,9
1093,35978,35980,NOM,LOC,the long hill,-1,9
46,35982,35982,PROP,GPE,Lyme,Lyme,9
1094,35987,35990,NOM,FAC,the still steeper street,-1,9
1095,35992,35993,NOM,GPE,the town,-1,9
587,36001,36001,PRON,PER,they,-1,9
587,36011,36011,PRON,PER,them,-1,9
1096,36033,36036,NOM,FAC,one of the inns,-1,9
1097,36035,36036,NOM,FAC,the inns,-1,9
2287,36051,36052,NOM,LOC,the sea,-1,9
587,36054,36054,PRON,PER,They,-1,9
46,36068,36068,PROP,GPE,Lyme,Lyme,9
1099,36071,36073,NOM,GPE,a public place,-1,9
1100,36078,36079,NOM,FAC,The rooms,-1,9
1101,36084,36085,NOM,PER,the lodgers,-1,9
1102,36090,36092,NOM,PER,scarcely any family,-1,9
1103,36095,36096,NOM,PER,the residents,-1,9
1104,36108,36110,NOM,FAC,the buildings themselves,-1,9
1095,36116,36117,NOM,GPE,the town,-1,9
1106,36119,36121,NOM,FAC,the principal street,-1,9
1107,36125,36126,NOM,LOC,the water,-1,9
47,36131,36132,PROP,FAC,the Cobb,the Cobb,9
1108,36136,36139,NOM,LOC,the pleasant little bay,-1,9
47,36159,36159,PRON,FAC,its,the Cobb,9
1109,36176,36180,NOM,LOC,the east of the town,-1,9
1095,36179,36180,NOM,GPE,the town,-1,9
1111,36184,36185,NOM,PER,the stranger,-1,9
1112,36192,36195,NOM,PER,a very strange stranger,-1,9
1113,36206,36210,NOM,LOC,the immediate environs of Lyme,-1,9
46,36210,36210,PROP,GPE,Lyme,Lyme,9
1112,36214,36214,PRON,PER,him,-1,9
46,36224,36224,PRON,FAC,its,Lyme,9
1114,36224,36225,NOM,FAC,its neighbourhood,-1,9
48,36227,36227,PROP,GPE,Charmouth,Charmouth,9
46,36230,36230,PRON,FAC,its,Lyme,9
1115,36230,36237,NOM,LOC,its high grounds and extensive sweeps of country,-1,9
46,36243,36243,PRON,FAC,its,Lyme,9
1116,36243,36247,NOM,LOC,"its sweet , retired bay",-1,9
1117,36251,36261,NOM,LOC,"dark cliffs , where fragments of low rock among the sands",-1,9
46,36264,36264,PRON,LOC,it,Lyme,9
1118,36265,36267,NOM,LOC,the happiest spot,-1,9
1119,36286,36291,NOM,GPE,the cheerful village of Up Lyme,-1,9
49,36298,36298,PROP,GPE,Pinny,Pinny,9
49,36301,36301,PRON,FAC,its,Pinny,9
1120,36305,36306,NOM,LOC,romantic rocks,-1,9
1121,36321,36323,NOM,PER,many a generation,-1,9
1122,36366,36372,NOM,LOC,the far - famed Isle of Wight,-1,9
50,36372,36372,PROP,GPE,Wight,Wight,9
1123,36374,36375,NOM,GPE,these places,-1,9
46,36389,36389,PROP,GPE,Lyme,Lyme,9
1124,36392,36395,NOM,PER,The party from Uppercross,-1,9
3,36395,36395,PROP,GPE,Uppercross,Uppercross,9
1125,36399,36405,NOM,FAC,the now deserted and melancholy looking rooms,-1,9
1124,36413,36413,PRON,PER,themselves,-1,9
1126,36415,36418,NOM,LOC,the sea - shore,-1,9
1127,36425,36425,NOM,PER,all,-1,9
2287,36435,36436,NOM,LOC,the sea,-1,9
1129,36450,36451,NOM,FAC,the Cobb,-1,9
1124,36454,36454,PRON,PER,their,-1,9
115,36460,36461,PROP,PER,Captain Wentworth,Captain Wentworth,9
1130,36467,36480,NOM,FAC,"a small house , near the foot of an old pier of unknown date",-1,9
1131,36475,36480,NOM,FAC,an old pier of unknown date,-1,9
154,36483,36484,PROP,PER,the Harvilles,the Harvilles,9
115,36487,36488,PROP,PER,Captain Wentworth,Captain Wentworth,9
115,36494,36494,PRON,PER,his,Captain Wentworth,9
1075,36494,36495,NOM,PER,his friend,-1,9
360,36497,36498,NOM,PER,the others,-1,9
115,36503,36503,PRON,PER,he,Captain Wentworth,9
360,36507,36507,PRON,PER,them,-1,9
1129,36509,36510,NOM,FAC,the Cobb,-1,9
360,36512,36512,PRON,PER,They,-1,9
122,36526,36526,PROP,PER,Louisa,Louisa,9
360,36531,36531,PRON,PER,they,-1,9
115,36535,36536,PROP,PER,Captain Wentworth,Captain Wentworth,9
360,36540,36540,PRON,PER,they,-1,9
115,36542,36542,PRON,PER,him,Captain Wentworth,9
360,36545,36545,PRON,PER,them,-1,9
1135,36548,36564,NOM,PER,"three companions , all well known already , by description , to be Captain and Mrs Harville",-1,9
2522,36561,36561,NOM,PER,Captain,-1,9
140,36563,36564,PROP,PER,Mrs Harville,Mrs Harville,9
155,36567,36575,PROP,PER,"a Captain Benwick , who was staying with them",Captain Benwick,9
360,36575,36575,PRON,PER,them,-1,9
155,36577,36578,PROP,PER,Captain Benwick,Captain Benwick,9
1137,36584,36588,NOM,PER,first lieutenant of the Laconia,-1,9
22,36587,36588,PROP,LOC,the Laconia,the Laconia,9
115,36594,36595,PROP,PER,Captain Wentworth,Captain Wentworth,9
155,36599,36599,PRON,PER,him,Captain Benwick,9
155,36602,36602,PRON,PER,his,Captain Benwick,9
46,36605,36605,PROP,GPE,Lyme,Lyme,9
115,36608,36608,PRON,PER,his,Captain Wentworth,9
155,36612,36612,PRON,PER,him,Captain Benwick,9
1138,36614,36617,NOM,PER,an excellent young man,-1,9
1139,36619,36620,NOM,PER,an officer,-1,9
155,36623,36623,PRON,PER,he,Captain Benwick,9
155,36633,36633,PRON,PER,him,Captain Benwick,9
1140,36639,36640,NOM,PER,every listener,-1,9
155,36650,36650,PRON,PER,his,Captain Benwick,9
155,36656,36656,PRON,PER,him,Captain Benwick,9
1141,36663,36665,NOM,PER,all the ladies,-1,9
155,36667,36667,PRON,PER,He,Captain Benwick,9
153,36672,36673,PROP,PER,Captain Harville,Captain Harville,9
